client_id,campagne_id,date_conversion,montant_achat,version_banniere
CUST_11504,104,2026-01-27,69.4,Version_B
CUST_11529,107,2026-01-22,65.31,Version_A
CUST_11541,101,2026-03-21,87.61,Version_B
CUST_11543,109,2026-03-19,36.29,Version_A
CUST_11546,111,2026-03-01,117.09,Version_A
CUST_11548,109,2026-03-09,84.43,Version_A
CUST_11561,104,2026-01-26,155.92,Version_B
CUST_11575,110,2026-02-18,106.38,Version_A
CUST_11581,103,2026-03-05,19.4,Version_B
CUST_11590,109,2026-01-10,30.21,Version_B
CUST_11591,104,2026-03-14,75.55,Version_B
CUST_11596,102,2026-03-15,133.53,Version_A
CUST_11597,109,2026-01-09,274.18,Version_A
CUST_11598,111,2026-01-13,49.92,Version_A
CUST_11609,103,2026-03-03,50.56,Version_B
CUST_11620,111,2026-01-28,105.74,Version_B
CUST_11660,110,2026-03-11,34.07,Version_A
CUST_11665,102,2026-02-27,155.71,Version_A
CUST_11671,103,2026-01-20,24.1,Version_B
CUST_11673,101,2026-03-24,33.62,Version_A
CUST_11697,111,2026-02-24,374.27,Version_B
CUST_11713,110,2026-02-17,65.59,Version_A
CUST_11723,101,2026-01-20,23.54,Version_B
CUST_11735,101,2026-01-16,16.42,Version_A
CUST_11744,105,2026-03-07,29.6,Version_A
CUST_11749,112,2026-03-05,145.45,Version_A
CUST_11762,110,2026-03-03,175.39,Version_B
CUST_11775,110,2026-02-13,180.33,Version_A
CUST_11776,110,2026-01-17,323.89,Version_B
CUST_11796,112,2026-01-08,330.26,Version_A
CUST_11816,105,2026-01-09,40.54,Version_B
CUST_11835,110,2026-03-03,154.52,Version_B
CUST_11837,104,2026-03-29,64.17,Version_A
CUST_11844,101,2026-03-09,23.25,Version_B
CUST_11859,108,2026-02-19,57.53,Version_A
CUST_11882,112,2026-03-09,243.73,Version_B
CUST_11886,112,2026-03-01,52.88,Version_B
CUST_11907,107,2026-02-14,68.25,Version_B
CUST_11908,102,2026-02-19,143.99,Version_A
CUST_11919,104,2026-01-06,111.1,Version_B
CUST_11931,104,2026-03-16,66.2,Version_A
CUST_11972,110,2026-03-30,122.05,Version_B
CUST_11975,105,2026-02-27,131.32,Version_B
CUST_11982,111,2026-02-20,58.46,Version_A
CUST_11985,109,2026-01-25,36.18,Version_B
CUST_11995,106,2026-03-18,92.52,Version_A
CUST_12044,112,2026-01-02,37.78,Version_A
CUST_12055,105,2026-02-13,93.77,Version_B
CUST_12069,111,2026-01-26,164.94,Version_A
CUST_12082,106,2026-02-28,50.92,Version_B
CUST_12093,103,2026-02-07,43.93,Version_B
CUST_12095,109,2026-03-31,23.84,Version_B
CUST_12105,103,2026-03-28,240.97,Version_A
CUST_12140,110,2026-02-04,61.16,Version_A
CUST_12163,112,2026-01-29,73.87,Version_A
CUST_12183,111,2026-01-18,142.16,Version_B
CUST_12190,111,2026-01-30,341.99,Version_B
CUST_12202,110,2026-01-25,21.27,Version_A
CUST_12208,111,2026-01-06,300.0,Version_A
CUST_12210,102,2026-03-15,199.54,Version_B
CUST_12220,108,2026-02-17,49.51,Version_A
CUST_12227,110,2026-01-13,145.2,Version_B
CUST_12239,107,2026-02-24,72.07,Version_B
CUST_12256,102,2026-01-19,159.65,Version_B
CUST_12270,106,2026-01-20,36.62,Version_A
CUST_12273,106,2026-03-03,88.72,Version_A
CUST_12287,101,2026-03-12,37.7,Version_A
CUST_12289,104,2026-03-22,47.55,Version_B
CUST_12299,105,2026-01-19,566.21,Version_A
CUST_12301,111,2026-03-12,332.76,Version_B
CUST_12309,104,2026-01-31,35.95,Version_A
CUST_12329,111,2026-02-06,46.08,Version_A
CUST_12343,109,2026-01-18,255.06,Version_A
CUST_12355,101,2026-01-29,112.7,Version_B
CUST_12385,103,2026-02-10,79.46,Version_B
CUST_12388,112,2026-03-17,217.21,Version_A
CUST_12389,108,2026-03-23,24.51,Version_B
CUST_12397,111,2026-01-14,39.23,Version_A
CUST_12401,106,2026-01-20,14.55,Version_B
CUST_12426,109,2026-01-04,21.18,Version_A
CUST_12428,112,2026-03-07,73.22,Version_B
CUST_12443,110,2026-02-27,66.38,Version_A
CUST_12444,103,2026-01-28,56.3,Version_B
CUST_12459,109,2026-03-24,72.36,Version_A
CUST_12493,103,2026-01-23,66.63,Version_B
CUST_12497,112,2026-03-29,62.4,Version_B
CUST_12501,105,2026-02-07,163.45,Version_A
CUST_12511,110,2026-02-26,98.93,Version_A
CUST_12516,110,2026-03-05,369.76,Version_B
CUST_12525,103,2026-02-25,101.92,Version_A
CUST_12528,111,2026-02-14,72.88,Version_B
CUST_12558,101,2026-01-21,18.63,Version_A
CUST_12561,106,2026-03-19,17.06,Version_A
CUST_12563,102,2026-03-15,26.17,Version_B
CUST_12565,101,2026-02-28,74.13,Version_B
CUST_12577,111,2026-03-05,74.04,Version_A
CUST_12580,112,2026-01-27,165.63,Version_B
CUST_12581,110,2026-01-31,52.36,Version_A
CUST_12582,109,2026-03-02,45.05,Version_A
CUST_12619,110,2026-01-03,48.34,Version_B
CUST_12632,101,2026-03-21,134.23,Version_A
CUST_12634,110,2026-02-28,114.28,Version_A
CUST_12659,109,2026-03-30,41.9,Version_A
CUST_12664,110,2026-02-06,226.8,Version_A
CUST_12666,111,2026-02-07,322.89,Version_B
CUST_12668,101,2026-03-03,111.02,Version_A
CUST_12683,106,2026-01-29,64.43,Version_A
CUST_12699,109,2026-03-29,143.36,Version_B
CUST_12715,108,2026-02-16,14.28,Version_A
CUST_12724,106,2026-03-31,22.93,Version_A
CUST_12726,103,2026-02-13,91.61,Version_A
CUST_12741,110,2026-01-25,92.95,Version_B
CUST_12751,102,2026-03-01,35.79,Version_A
CUST_12759,102,2026-03-04,132.6,Version_B
CUST_12762,103,2026-01-02,55.53,Version_B
CUST_12763,103,2026-02-14,155.92,Version_A
CUST_12773,102,2026-02-21,158.5,Version_A
CUST_12774,109,2026-01-11,25.5,Version_A
CUST_12784,109,2026-03-21,219.98,Version_B
CUST_12787,110,2026-03-12,35.51,Version_B
CUST_12794,106,2026-01-10,196.73,Version_B
CUST_12798,104,2026-02-07,28.16,Version_B
CUST_12804,103,2026-02-12,36.0,Version_B
CUST_12811,111,2026-01-03,65.37,Version_A
CUST_12816,102,2026-03-19,97.78,Version_A
CUST_12825,109,2026-03-23,209.81,Version_A
CUST_12829,105,2026-03-13,114.5,Version_B
CUST_12841,109,2026-01-09,65.19,Version_B
CUST_12849,112,2026-03-09,79.09,Version_B
CUST_12857,104,2026-02-14,38.32,Version_A
CUST_12863,110,2026-03-03,81.86,Version_B
CUST_12879,110,2026-03-12,60.9,Version_A
CUST_12880,110,2026-03-11,68.11,Version_A
CUST_12897,104,2026-02-25,18.53,Version_A
CUST_12920,106,2026-02-13,30.56,Version_B
CUST_12934,112,2026-03-31,36.01,Version_B
CUST_12939,109,2026-03-30,110.82,Version_B
CUST_12962,112,2026-02-27,51.06,Version_A
CUST_12963,103,2026-03-21,98.81,Version_A
CUST_12979,102,2026-03-05,19.02,Version_B
CUST_12981,107,2026-03-18,275.93,Version_A
CUST_12994,110,2026-02-26,25.95,Version_A
CUST_13008,110,2026-03-04,156.56,Version_A
CUST_13011,111,2026-01-04,61.56,Version_B
CUST_13020,103,2026-01-04,146.57,Version_B
CUST_13043,112,2026-01-25,103.07,Version_A
CUST_13051,110,2026-01-19,128.15,Version_A
CUST_13056,108,2026-01-28,142.94,Version_B
CUST_13057,101,2026-03-13,48.03,Version_A
CUST_13072,112,2026-01-13,91.3,Version_B
CUST_13074,102,2026-02-21,107.72,Version_B
CUST_13084,107,2026-03-05,67.31,Version_B
CUST_13088,103,2026-02-04,57.14,Version_A
CUST_13091,104,2026-03-25,42.36,Version_B
CUST_13105,102,2026-03-18,216.23,Version_B
CUST_13107,102,2026-03-07,72.44,Version_A
CUST_13109,109,2026-02-18,146.88,Version_A
CUST_13117,112,2026-03-16,153.59,Version_B
CUST_13121,110,2026-03-30,20.88,Version_A
CUST_13130,102,2026-01-06,30.25,Version_A
CUST_13145,105,2026-03-27,186.83,Version_B
CUST_13147,111,2026-01-25,91.86,Version_B
CUST_13173,106,2026-02-19,79.85,Version_A
CUST_13179,110,2026-02-23,64.13,Version_A
CUST_13186,111,2026-03-05,106.72,Version_B
CUST_13222,111,2026-01-07,71.42,Version_A
CUST_13225,103,2026-01-03,205.96,Version_A
CUST_13244,109,2026-01-28,97.54,Version_A
CUST_13270,111,2026-03-03,69.98,Version_A
CUST_13274,110,2026-02-25,117.23,Version_B
CUST_13304,107,2026-01-04,10.69,Version_A
CUST_13315,112,2026-01-05,118.17,Version_B
CUST_13320,102,2026-03-25,102.68,Version_A
CUST_13324,111,2026-01-10,72.62,Version_A
CUST_13326,102,2026-03-06,95.57,Version_A
CUST_13336,104,2026-03-10,63.71,Version_A
CUST_13342,107,2026-03-08,12.19,Version_A
CUST_13343,111,2026-03-22,111.19,Version_B
CUST_13349,109,2026-02-21,377.27,Version_A
CUST_13350,103,2026-03-16,32.91,Version_B
CUST_13354,105,2026-03-17,23.38,Version_B
CUST_13366,106,2026-03-18,44.96,Version_B
CUST_13371,110,2026-01-13,27.99,Version_B
CUST_13379,112,2026-02-17,90.04,Version_B
CUST_13385,110,2026-01-24,89.1,Version_A
CUST_13394,104,2026-03-27,36.32,Version_A
CUST_13399,102,2026-03-12,222.03,Version_A
CUST_13417,109,2026-01-12,122.76,Version_A
CUST_13427,110,2026-01-09,29.96,Version_B
CUST_13430,111,2026-02-22,226.11,Version_B
CUST_13436,110,2026-02-19,87.8,Version_B
CUST_13437,104,2026-01-01,87.91,Version_A
CUST_13458,110,2026-03-06,168.65,Version_B
CUST_13465,110,2026-01-14,161.7,Version_A
CUST_13481,104,2026-02-25,27.92,Version_A
CUST_13483,110,2026-01-17,354.58,Version_A
CUST_13492,112,2026-01-13,26.65,Version_A
CUST_13503,111,2026-02-06,397.56,Version_B
CUST_13514,103,2026-03-22,155.54,Version_A
CUST_13517,102,2026-02-25,63.97,Version_A
CUST_13520,108,2026-01-16,11.03,Version_B
CUST_13528,108,2026-02-20,48.97,Version_B
CUST_13532,109,2026-02-19,176.13,Version_A
CUST_13538,101,2026-03-01,182.65,Version_B
CUST_13552,105,2026-03-21,129.3,Version_B
CUST_13554,108,2026-01-28,164.36,Version_A
CUST_13595,102,2026-01-07,53.02,Version_B
CUST_13609,110,2026-01-21,125.33,Version_A
CUST_13614,107,2026-03-18,72.81,Version_B
CUST_13620,102,2026-01-13,18.34,Version_A
CUST_13674,109,2026-01-12,25.94,Version_B
CUST_13686,107,2026-02-27,33.86,Version_B
CUST_13702,111,2026-03-26,287.2,Version_B
CUST_13720,112,2026-03-25,298.54,Version_A
CUST_13726,109,2026-03-27,102.12,Version_B
CUST_13727,104,2026-03-13,94.79,Version_A
CUST_13733,112,2026-03-30,268.86,Version_A
CUST_13759,102,2026-01-18,57.61,Version_A
CUST_13760,112,2026-03-07,175.1,Version_A
CUST_13762,112,2026-01-04,183.77,Version_A
CUST_13768,109,2026-02-01,46.09,Version_B
CUST_13788,106,2026-02-17,135.45,Version_A
CUST_13792,110,2026-01-21,49.81,Version_B
CUST_13829,101,2026-03-02,134.74,Version_A
CUST_13831,112,2026-03-23,39.91,Version_A
CUST_13847,110,2026-02-22,98.64,Version_B
CUST_13849,102,2026-02-04,94.8,Version_B
CUST_13857,110,2026-01-28,312.8,Version_A
CUST_13878,112,2026-03-09,166.99,Version_A
CUST_13880,112,2026-01-26,58.25,Version_B
CUST_13891,106,2026-01-15,118.41,Version_A
CUST_13901,107,2026-02-15,144.52,Version_A
CUST_13919,110,2026-01-30,205.07,Version_B
CUST_13944,112,2026-01-20,78.1,Version_A
CUST_13946,111,2026-02-19,27.03,Version_A
CUST_13952,111,2026-01-11,118.08,Version_B
CUST_13979,112,2026-02-01,167.92,Version_B
CUST_13992,111,2026-02-22,370.94,Version_B
CUST_13993,105,2026-03-05,52.4,Version_A
CUST_13994,111,2026-03-20,212.69,Version_B
CUST_13996,107,2026-01-22,48.05,Version_B
CUST_13999,102,2026-02-06,75.35,Version_A
CUST_14010,102,2026-01-15,141.04,Version_B
CUST_14012,109,2026-03-09,81.03,Version_A
CUST_14013,109,2026-01-27,155.04,Version_B
CUST_14026,110,2026-01-14,136.71,Version_A
CUST_14079,111,2026-01-15,106.83,Version_A
CUST_14088,101,2026-02-27,37.42,Version_A
CUST_14092,111,2026-03-17,164.15,Version_B
CUST_14095,111,2026-03-15,281.21,Version_A
CUST_14097,103,2026-01-02,75.79,Version_B
CUST_14103,104,2026-01-14,226.28,Version_A
CUST_14109,111,2026-01-25,94.8,Version_A
CUST_14125,110,2026-03-25,56.86,Version_A
CUST_14139,103,2026-01-15,35.79,Version_B
CUST_14140,111,2026-02-03,21.01,Version_A
CUST_14150,111,2026-03-09,97.73,Version_B
CUST_14167,109,2026-03-25,502.35,Version_A
CUST_14193,112,2026-03-04,34.63,Version_A
CUST_14198,109,2026-01-07,120.04,Version_A
CUST_14201,110,2026-02-21,31.43,Version_A
CUST_14213,112,2026-03-25,81.57,Version_A
CUST_14231,112,2026-03-07,89.47,Version_B
CUST_14243,112,2026-02-07,88.95,Version_B
CUST_14245,109,2026-02-12,45.23,Version_A
CUST_14259,105,2026-01-14,20.74,Version_B
CUST_14270,109,2026-02-07,58.45,Version_A
CUST_14271,112,2026-03-08,132.37,Version_A
CUST_14274,109,2026-01-17,23.44,Version_B
CUST_14277,108,2026-03-12,39.65,Version_B
CUST_14298,109,2026-02-16,101.2,Version_B
CUST_14304,104,2026-01-11,42.26,Version_B
CUST_14306,104,2026-01-14,22.6,Version_B
CUST_14307,109,2026-01-06,31.39,Version_A
CUST_14318,104,2026-01-14,17.92,Version_B
CUST_14330,104,2026-01-22,92.5,Version_B
CUST_14354,109,2026-02-04,186.8,Version_B
CUST_14369,102,2026-02-03,28.77,Version_B
CUST_14388,110,2026-02-05,49.46,Version_B
CUST_14393,106,2026-01-20,51.13,Version_B
CUST_14397,102,2026-02-19,25.09,Version_A
CUST_14412,111,2026-03-26,65.12,Version_A
CUST_14417,109,2026-03-13,96.19,Version_A
CUST_14427,109,2026-01-19,75.31,Version_A
CUST_14480,112,2026-01-04,118.59,Version_A
CUST_14491,104,2026-02-21,47.55,Version_B
CUST_14536,109,2026-02-13,75.67,Version_B
CUST_14540,109,2026-03-15,34.52,Version_A
CUST_14545,103,2026-02-06,167.81,Version_A
CUST_14574,101,2026-01-30,85.1,Version_B
CUST_14577,107,2026-03-20,256.34,Version_A
CUST_14591,111,2026-03-05,20.42,Version_B
CUST_14601,111,2026-03-24,67.93,Version_B
CUST_14612,111,2026-02-23,73.23,Version_B
CUST_14624,107,2026-03-07,100.42,Version_B
CUST_14630,103,2026-01-13,166.67,Version_A
CUST_14634,108,2026-01-17,35.92,Version_A
CUST_14649,111,2026-02-13,74.27,Version_B
CUST_14677,106,2026-01-29,280.88,Version_B
CUST_14691,102,2026-03-26,58.69,Version_A
CUST_14699,107,2026-03-06,99.69,Version_A
CUST_14702,111,2026-01-09,78.2,Version_B
CUST_14713,110,2026-01-18,54.07,Version_B
CUST_14744,102,2026-02-01,140.22,Version_B
CUST_14748,102,2026-02-03,56.29,Version_A
CUST_14761,111,2026-01-29,26.91,Version_B
CUST_14764,104,2026-01-27,106.79,Version_A
CUST_14773,106,2026-01-06,35.9,Version_B
CUST_14791,109,2026-02-07,40.87,Version_A
CUST_14794,103,2026-02-20,34.53,Version_B
CUST_14801,108,2026-02-23,56.99,Version_A
CUST_14804,110,2026-03-17,132.78,Version_B
CUST_14805,106,2026-02-17,79.74,Version_B
CUST_14821,112,2026-01-28,134.7,Version_B
CUST_14851,110,2026-03-28,94.98,Version_B
CUST_14866,103,2026-03-20,148.07,Version_B
CUST_14869,112,2026-01-16,216.64,Version_A
CUST_14881,101,2026-03-12,48.25,Version_A
CUST_14882,110,2026-02-20,36.03,Version_A
CUST_14896,112,2026-03-25,93.07,Version_B
CUST_14900,110,2026-02-13,415.99,Version_A
CUST_14910,105,2026-01-28,13.38,Version_B
CUST_14929,111,2026-03-29,192.21,Version_A
CUST_14946,110,2026-03-08,148.54,Version_B
CUST_14950,111,2026-01-25,40.8,Version_A
CUST_14951,110,2026-03-08,138.29,Version_A
CUST_14973,103,2026-01-03,105.36,Version_B
CUST_14975,112,2026-02-07,85.79,Version_A
CUST_14976,103,2026-01-11,111.97,Version_B
CUST_14989,109,2026-03-28,54.13,Version_B
CUST_14998,109,2026-02-26,125.93,Version_B
CUST_15009,103,2026-02-24,197.27,Version_B
CUST_15031,111,2026-02-20,376.83,Version_A
CUST_15036,104,2026-02-10,224.6,Version_B
CUST_15043,111,2026-01-18,87.03,Version_A
CUST_15053,110,2026-01-01,37.83,Version_A
CUST_15057,108,2026-02-21,377.91,Version_B
CUST_15062,105,2026-03-14,11.89,Version_B
CUST_15073,103,2026-02-01,40.38,Version_B
CUST_15076,104,2026-03-17,118.92,Version_A
CUST_15078,111,2026-03-30,23.54,Version_A
CUST_15084,112,2026-01-12,167.27,Version_A
CUST_15101,110,2026-01-02,161.14,Version_B
CUST_15102,112,2026-02-21,48.72,Version_B
CUST_15103,105,2026-01-25,54.16,Version_A
CUST_15108,107,2026-01-01,44.13,Version_B
CUST_15130,107,2026-03-26,101.57,Version_B
CUST_15135,112,2026-03-04,88.12,Version_B
CUST_15139,110,2026-02-26,255.34,Version_B
CUST_15146,108,2026-03-16,72.76,Version_B
CUST_15148,111,2026-03-21,472.29,Version_A
CUST_15162,105,2026-03-04,12.51,Version_A
CUST_15171,107,2026-01-01,73.23,Version_A
CUST_15178,108,2026-01-14,452.33,Version_A
CUST_15198,110,2026-02-16,174.37,Version_B
CUST_15215,110,2026-03-27,135.57,Version_B
CUST_15238,103,2026-03-22,115.88,Version_A
CUST_15240,108,2026-03-15,89.39,Version_B
CUST_15245,109,2026-02-13,119.77,Version_B
CUST_15247,102,2026-01-12,27.22,Version_A
CUST_15250,101,2026-03-25,64.44,Version_B
CUST_15265,112,2026-03-28,121.65,Version_B
CUST_15273,108,2026-03-31,25.11,Version_B
CUST_15285,101,2026-01-19,30.9,Version_B
CUST_15302,104,2026-01-16,28.24,Version_B
CUST_15303,102,2026-01-07,55.39,Version_A
CUST_15307,105,2026-02-24,91.01,Version_A
CUST_15316,105,2026-01-27,104.11,Version_B
CUST_15318,110,2026-01-28,277.27,Version_A
CUST_15323,105,2026-03-09,81.55,Version_A
CUST_15346,109,2026-01-18,48.33,Version_A
CUST_15347,103,2026-01-30,285.94,Version_A
CUST_15354,104,2026-02-22,151.54,Version_B
CUST_15381,111,2026-03-03,113.09,Version_B
CUST_15394,101,2026-03-24,110.97,Version_A
CUST_15399,106,2026-03-29,133.29,Version_A
CUST_15401,103,2026-01-14,37.29,Version_B
CUST_15403,103,2026-02-07,83.14,Version_B
CUST_15408,101,2026-02-03,144.65,Version_B
CUST_15416,111,2026-02-17,171.38,Version_B
CUST_15432,103,2026-01-21,163.59,Version_A
CUST_15434,103,2026-02-21,99.43,Version_B
CUST_15440,102,2026-02-11,155.91,Version_B
CUST_15446,110,2026-02-21,105.25,Version_A
CUST_15459,109,2026-02-24,262.12,Version_B
CUST_15488,108,2026-02-13,16.69,Version_B
CUST_15489,103,2026-02-10,48.51,Version_A
CUST_15492,110,2026-02-17,34.31,Version_A
CUST_15504,105,2026-02-13,54.45,Version_A
CUST_15521,108,2026-01-31,155.77,Version_A
CUST_15534,108,2026-02-03,191.85,Version_A
CUST_15536,103,2026-03-04,117.12,Version_B
CUST_15543,111,2026-02-27,142.92,Version_A
CUST_15552,107,2026-01-30,135.46,Version_B
CUST_15564,111,2026-01-12,88.5,Version_B
CUST_15569,110,2026-02-03,45.63,Version_B
CUST_15570,112,2026-02-05,122.58,Version_A
CUST_15577,112,2026-01-03,74.62,Version_B
CUST_15584,101,2026-03-01,73.06,Version_B
CUST_15588,110,2026-02-14,42.05,Version_A
CUST_15592,101,2026-02-15,205.13,Version_B
CUST_15601,106,2026-01-23,43.86,Version_B
